"","c.zips1..zips11."
"5312","13439"
"5313","13439"
"5314","13469"
"5315","13469"
"5316","16761"
"5317","16761"
"5318","16761"
"5319","16761"
"5320","14913"
"5321","16761"
"5322","16792"
"5323","16761"
"5324","16761"
"5325","16761"
"5326","16761"
"5327","16761"
"5328","16761"
"5329","03099"
"5330","01987"
"5331","14669"
"5332","14669"
"5333","14612"
"5334","13158"
"5335","16248"
"5336","16248"
"5337","12681"
"5338","14929"
"5339","14929"
"5340","14913"
"5341","14913"
"5342","14913"
"5343","14913"
"5344","14913"
"5345","14913"
"5346","14913"
"5347","14913"
"5348","14913"
"5349","14913"
"5350","14913"
"5351","14913"
"5352","14913"
"5353","14913"
"5354","14913"
"5355","13127"
"5356","16761"
"5357","16761"
"5358","15910"
"5359","15910"
"5360","15910"
"5361","15910"
"5362","15910"
"5363","15754"
"5364","15754"
"5365","03050"
"5366","03050"
"5367","03042"
"5368","14052"
"5369","10437"
"5370","14052"
"5371","16845"
"5372","16866"
"5373","16269"
"5374","15711"
"5375","15711"
"5376","15713"
"5377","15713"
"5378","15712"
"5379","15712"
"5380","Postcode Not Found"
"5381","16866"
"5382","16866"
"5383","16866"
"5384","16866"
"5385","16866"
"5386","16866"
"5387","14943"
"5388","14943"
"5389","12529"
"5390","10825"
"5391","10825"
"5392","16866"
"5393","16866"
"5394","03238"
"5395","03058"
"5396","12105"
"5397","12105"
"5398","12277"
"5399","12277"
"5400","12249"
"5401","12249"
"5402","12305"
"5403","12305"
"5404","12307"
"5405","12307"
"5406","14641"
"5407","14641"
"5408","15306"
"5409","15306"
"5410","16866"
"5411","16866"
"5412","16866"
"5413","16866"
"5414","16866"
"5415","16866"
"5416","16866"
"5417","15306"
"5418","10245"
"5419","04895"
"5420","10829"
"5421","16845"
"5422","16818"
"5423","03253"
"5424","03253"
"5425","03172"
"5426","03172"
"5427","03172"
"5428","16818"
"5429","16818"
"5430","15230"
"5431","15230"
"5432","16766"
"5433","14621"
"5434","14621"
"5435","14621"
"5436","16766"
"5437","16766"
"5438","12524"
"5439","12163"
"5440","03172"
"5441","03172"
"5442","03172"
"5443","03172"
"5444","03172"
"5445","17279"
"5446","14959"
"5447","17268"
"5448","17279"
"5449","17268"
"5450","17268"
"5451","12205"
"5452","10625"
"5453","10623"
"5454","13158"
"5455","14055"
"5456","16515"
"5457","15907"
"5458","15926"
"5459","15711"
"5460","15907"
"5461","15926"
"5462","15926"
"5463","15711"
"5464","15711"
"5465","16515"
"5466","16515"
"5467","03253"
"5468","04895"
"5469","04895"
"5470","04895"
"5471","04916"
"5472","04916"
"5473","04895"
"5474","04895"
"5475","15926"
"5476","15926"
"5477","12353"
"5478","12355"
"5479","14532"
"5480","14532"
"5481","14929"
"5482","14532"
"5483","14532"
"5484","14532"
"5485","14532"
"5486","14532"
"5487","16727"
"5488","15378"
"5489","15378"
"5490","01987"
"5491","01987"
"5492","03226"
"5493","13353"
"5494","13353"
"5495","12557"
"5496","12557"
"5497","12557"
"5498","12557"
"5499","12557"
"5500","12557"
"5501","12557"
"5502","12557"
"5503","12557"
"5504","12557"
"5505","12557"
"5506","12557"
"5507","16230"
"5508","16230"
"5509","14532"
"5510","14532"
"5511","14532"
"5512","17291"
"5513","10623"
"5514","10623"
"5515","14055"
"5516","14055"
"5517","13595"
"5518","13595"
"5519","14641"
"5520","14641"
"5521","14641"
"5522","14641"
"5523","15537"
"5524","15537"
"5525","15299"
"5526","15299"
"5527","15537"
"5528","17291"
"5529","17291"
"5530","72-001"
"5531","72-001"
"5532","15754"
"5533","Postcode Not Found"
"5534","12529"
"5535","15907"
"5536","15907"
"5537","15741"
"5538","15741"
"5539","12529"
"5540","12557"
"5541","12557"
"5542","12557"
"5543","12557"
"5544","12557"
"5545","12557"
"5546","12557"
"5547","12557"
"5548","12557"
"5549","12557"
"5550","12557"
"5551","12555"
"5552","15907"
"5553","15741"
"5554","19348"
"5555","19336"
"5556","12526"
"5557","12526"
"5558","14641"
"5559","14641"
"5560","14641"
"5561","14712"
"5562","14712"
"5563","14715"
"5564","14727"
"5565","14793"
"5566","14793"
"5567","14513"
"5568","14532"
"5569","14542"
"5570","10115"
"5571","16845"
"5572","03116"
"5573","03119"
"5574","03119"
"5575","03116"
"5576","03116"
"5577","03116"
"5578","01983"
"5579","03096"
"5580","16321"
"5581","16321"
"5582","16321"
"5583","16321"
"5584","16321"
"5585","15827"
"5586","15827"
"5587","16792"
"5588","16792"
"5589","13359"
"5590","14947"
"5591","13156"
"5592","13156"
"5593","14806"
"5594","14806"
"5595","14806"
"5596","14806"
"5597","14532"
"5598","14532"
"5599","12557"
"5600","12557"
"5601","15518"
"5602","15518"
"5603","12209"
"5604","15517"
"5605","16225"
"5606","16225"
"5607","14776"
"5608","14776"
"5609","14776"
"5610","14776"
"5611","14776"
"5612","14776"
"5613","14776"
"5614","14776"
"5615","14776"
"5616","14776"
"5617","14776"
"5618","14776"
"5619","14776"
"5620","14776"
"5621","12527"
"5622","12527"
"5623","12527"
"5624","12526"
"5625","12527"
"5626","12526"
"5627","14669"
"5628","03249"
"5629","14776"
"5630","15890"
"5631","15890"
"5632","15890"
"5633","15890"
"5634","15890"
"5635","15517"
"5636","15517"
"5637","15517"
"5638","16909"
"5639","Postcode Not Found"
"5640","16909"
"5641","Postcode Not Found"
"5642","16341"
"5643","14109"
"5644","14109"
"5645","14469"
"5646","14469"
"5647","14469"
"5648","14469"
"5649","14129"
"5650","14129"
"5651","14129"
"5652","14129"
"5653","14129"
"5654","14129"
"5655","14129"
"5656","14129"
"5657","14129"
"5658","14129"
"5659","14129"
"5660","14109"
"5661","14109"
"5662","14109"
"5663","14109"
"5664","14109"
"5665","14109"
"5666","14109"
"5667","14109"
"5668","14109"
"5669","14109"
"5670","14109"
"5671","14109"
"5672","14109"
"5673","14109"
"5674","14109"
"5675","14109"
"5676","14482"
"5677","14482"
"5678","14467"
"5679","14467"
"5680","14467"
"5681","14467"
"5682","14469"
"5683","14469"
"5684","14776"
"5685","14772"
"5686","14974"
"5687","14974"
"5688","14974"
"5689","14974"
"5690","14974"
"5691","14974"
"5692","14974"
"5693","15834"
"5694","02977"
"5695","02943"
"5696","02999"
"5697","02906"
"5698","02943"
"5699","16247"
"5700","16247"
"5701","10439"
"5702","15370"
"5703","02943"
"5704","04129"
"5705","02999"
"5706","02906"
"5707","02943"
"5708","16227"
"5709","03249"
"5710","03249"
"5711","16949"
"5712","19357"
"5713","19357"
"5714","15236"
"5715","Postcode Not Found"
"5716","39576"
"5717","39524"
"5718","39576"
"5719","16928"
"5720","14929"
"5721","14822"
"5722","12163"
"5723","10243"
"5724","12439"
"5725","16244"
"5726","16341"
"5727","16341"
"5728","16341"
"5729","16341"
"5730","16567"
"5731","16341"
"5732","16341"
"5733","15517"
"5734","15517"
"5735","15517"
"5736","15517"
"5737","15517"
"5738","15517"
"5739","15526"
"5740","15526"
